section,id,N,objAUC,ptAUC,objAP,ptAP,norm,pos_rate
cluster,39,37,0.8181818181818182,0.9411252917382923,0.8823440023815601,0.6077828121649266,zscore,
cluster-macro,avg,,0.7605680325718225,0.8407395472234892,0.8207275214844743,0.3157524332650137,zscore,
category,0,29,0.861904761904762,0.7178593966911664,0.8993212669683257,0.18514152785235535,zscore,
category,1,29,0.8380952380952381,0.9519325897741978,0.8750989793323889,0.4623141020970018,zscore,
category,2,29,0.7333333333333334,0.8884053060292081,0.8014806104868215,0.4592694644960653,zscore,
category,3,34,0.7859649122807018,0.8504592113560243,0.8561822282892626,0.2771922740194884,zscore,
category,4,36,0.8603174603174603,0.9326318649018817,0.9185890907270973,0.5556827018102387,zscore,
category,5,33,0.611111111111111,0.8661880544222946,0.5885833837533065,0.2126089563661733,zscore,
category,6,33,0.8074074074074074,0.8952055007264099,0.8816237620404288,0.43420985584793215,zscore,
category,7,33,0.862962962962963,0.9626977462170021,0.9167152491025901,0.7074247135531937,zscore,
category,8,33,0.6925925925925926,0.8562217552097219,0.7772106232092247,0.33316737146233466,zscore,
category,9,33,0.8444444444444446,0.906888915169084,0.9177097937747025,0.5924651812636417,zscore,
category,10,34,0.750877192982456,0.8964268506130776,0.8449963985290072,0.45405232199599144,zscore,
category,11,36,0.6761904761904762,0.7961409495324778,0.7827178780562241,0.2376513209383327,zscore,
category,12,36,0.6952380952380952,0.851749258664154,0.7828329078570417,0.3206073194238168,zscore,
category,13,33,0.8851851851851852,0.8720329771791386,0.8967460009126675,0.34716105667046926,zscore,
category,14,34,0.8280701754385965,0.8735198690360703,0.8911094509778719,0.4808137885208605,zscore,
category,15,34,0.7964912280701755,0.8748203105370195,0.8726872981878702,0.3846962780486452,zscore,
category,16,34,0.712280701754386,0.9187263448464654,0.8160078494470508,0.36477351577902034,zscore,
category,17,29,0.7904761904761906,0.8398211224231287,0.8515596031075907,0.20030328574646591,zscore,
category,18,29,0.8,0.7795275267010044,0.7803812315866909,0.19383299753850483,zscore,
category,19,29,0.8523809523809525,0.8641579025425993,0.8645538518437677,0.40219559863801124,zscore,
category,20,30,0.84,0.72844627345962,0.871135161135161,0.1820023243347314,zscore,
category,21,29,0.7428571428571429,0.7746547560427204,0.7705619975262831,0.08284126211596646,zscore,
category,22,38,0.5826086956521739,0.7792659286554597,0.7008848978862394,0.12049211028794703,zscore,
category,23,29,0.7476190476190476,0.8231835642579582,0.738388024207352,0.07987015017150559,zscore,
category,24,38,0.7913043478260869,0.9036849651168846,0.8979071758163828,0.49257461819000414,zscore,
category,25,37,0.6333333333333333,0.748244850808848,0.7086586281030388,0.0644913197717147,zscore,
category,26,29,0.8285714285714286,0.8362824067738776,0.8846350078492935,0.2960282134133152,zscore,
category,27,29,0.6571428571428571,0.7360018509885545,0.6416818439964667,0.11783951347114772,zscore,
category,28,38,0.5391304347826087,0.7015491157894252,0.6894333652542995,0.09016748314907913,zscore,
category,29,37,0.6454545454545454,0.724675855502097,0.7653495656898901,0.14708434195053613,zscore,
category,30,33,0.5777777777777778,0.6650646734662237,0.6161121817380606,0.035197954402955665,zscore,
category,31,31,0.9833333333333334,0.9498815977478613,0.9849826388888889,0.6094210345613733,zscore,
category,32,29,0.7285714285714285,0.8277101119959231,0.7694860694860693,0.13147428560156577,zscore,
category,33,29,0.8761904761904762,0.9063096852356175,0.8804937126365697,0.37919429180660635,zscore,
category,34,37,0.7787878787878788,0.8108453167413248,0.8494917855713309,0.24619774657937887,zscore,
category,35,37,0.7757575757575756,0.81335022733456,0.8667604875197967,0.23171784227850162,zscore,
category,36,29,0.7047619047619047,0.7869664938791718,0.7002299932764281,0.08219383613364392,zscore,
category,37,29,0.8476190476190476,0.9382151292605709,0.873359101216244,0.4615691169898116,zscore,
category,38,37,0.7848484848484849,0.9510564125005211,0.8879628559040322,0.6635920970143256,zscore,
category,39,37,0.8181818181818182,0.9411252917382923,0.8823440023815601,0.6077828121649266,zscore,
category-macro,avg,,0.764229399530887,0.843548198996691,0.8198991488568328,0.3181823996614395,zscore,
